,0
317,"선무도 수련 체험 시간
선무도를 낮에 공연하는 것을 보고 어쩜 이렇게 육체를 유연하게 할 수 있는지 신기했었는데 저녁 시간에 함께 단체로 체험을 갖는 시간을 갖고 스님들의 시범을 더 볼 수 있는 기회가 있었습니다. 이때 외국에서 온 스님도 선무도 시범을 보여주셨지요. 우리가 하는 것은 참선으로 눈 감고 명상하는 시간을 가졌습니다. "
318,"마애여래불좌상 새벽 예불
대금강문 문주 설적운스님은 -1975년 부산 범어사에서 득도, 양익대종사 문하에서 ""불교금강영관"" 수행과 -기림사주지 역임 및 -동국대학교, 서울대학교, 부산대학교, 한국예술종합학교, 포천중문의대 대학원 등에서 8년에 걸쳐 겸임. 왜래교수 출강하고 계셨습니다.
잠을 설치면서 새벽 예불 시간 맞춰 사진을 담았는데 목탁소리와 함께 스님의 독경소리가 아침을 깨우고 있었습니다."
319,"대금강문 문주 적운스님 차담 시간
 차를 마시며 담소를 나누는 시간인데 외국인 들이 상당히 많이 있었습니다. 장기간 수련해서 외국으로 파견 나가기도 한답니다. 골굴사에 대한 이야기 선무도에 이야기를 나눕니다."
320,"경주 문무대왕릉 동해 일출
이른 새벽 예불을 마치고 일출 명소인 문무대왕릉으로 자리를 이동해서 해돋이 일출을 맞이하면서 선무도를 시범을 보이셨습니다. 장엄하게 바다 위 구름을 가르며 흐릿한 태양이 비칠 때 골굴사 스님들의 선무도 시범은 아름다운 춤사위를 펼치는 듯 아침 태양을 맞이하는 분위기는 경건했습니다. "
321,"그 외 선무도 대학과 기숙사 및 식당 그리고 허심요와 연화당. 범종각들의 경주 골굴사의 가람들을 볼 수 있습니다.
오래전 2014년에 다녀온 경주 가볼만한곳 골굴사 템플스테이 1박2일 추억을 떠올리며 다시 겨울에 다녀오고 싶은 생각입니다. 추운 겨울 꼭 어디 명소를 찾는 것도 좋지만 이렇게 사찰에서 하룻밤 머물면서 나를 찾는 계기인 참선의 시간을 갖는 것도 좋겠지요. 국내 겨울 여행지 추천해봅니다.
경북 경주 가볼만한곳(골굴사 템플스테이)선무도 국내 겨울 여행지 추천(랜선여행)
#경북가볼만한곳 #경북경주가볼만한곳 #경주가볼만한곳 #골굴사 #템플스테이 #골굴사선무도 #국내겨울여행지추천 #국내여행지추천 #경주문무대왕릉  #국내여행 #경주여행지 #경북여행지 #랜선여행 #선무도  #동해일출 #동해안여행 #일출명소 #해돋이명소 #랜선여행 #경북가볼만한곳 #경북여행 #경북경주여행 #경주골굴사 #국내가볼만한곳 #문무대왕릉 "
322,
323,
324,강화도 가볼만한곳 서해 일몰명소 5
325,국내당일치기 여행 강원도 홍천 알파카월드 
326,서울근교 드라이브 코스 경기도 시흥 갯골생태공원 
327,"안녕하세요~ 계절의 여왕답게 
봄을 만끽할 수있는 5월도 가고 
신록이 우거진 6월이 시작되면서 
여름도 함께 시작이 되었습니다~^^
6월이 시작되고 첫주인데 
징검다리 연휴 가 뙇! 기다리고 
있어 직장인들에겐 꿀맛 연휴로 
시작하는 유월이 되겠네요~ "
328,"바쁘게 생활하면서도 징검다리 연휴 나 
주말에는 볼꺼리 많은 근교로 국내여행 을 
하면서 심신의 피로감을 씻어주고
다시금 열심히 생활할 수있는 
에너지를 재충전하는 시간을 
가져보시라고 말씀드리고 싶은데요. 
공기좋고 청정한 자연이 아름다운 경북 청도군을 
6월 국내여행지 로 추천드립니다~ "
329,"청도는 자연경관이 아름답고 청정한 지역으로
다양하게 즐길 수있는 관광명소들이 있어
연휴를 알차게 보낼수 있는 여행 스팟들을 
소개해 드릴까 합니다~ ^^"
330,"경북 청도군은 볼꺼리 즐길거리가 
많아서 가족, 친구, 연인 ,, 누구와 여행을 
즐겨도 연령에 상관없이 즐겁고 힐링되는 
시간을 보낼 수있는 6월 국내여행지 랍니다~ "
331,"도심에서 멀지않아 차로 이동하는데 
30분정도면 도착할 수있어 근교 여행을 
계획하시는 분들이 많이 찾으시는 경북 청도군을 
이번 징검다리 연휴에도 볼거리 많은 
핫플레이스 국내여행지 추천드려요~"
332,"이번 징검다리 연휴에는 금요일 하루를 
휴가를 쓰게되면 3박 4일간의 여유로운 
연휴를 보낼 수있을텐데요. 
당일치기 여행으로도 좋고, 
볼거리 많은 청도를 모두 즐기고 싶다면 
온천으로 편안하게 휴식도 취하면서
1박2일 여행을 계획해보는것도 추천드려요. "
333,"날씨는 덥고 피로감에 지친 분들 
많으시죠~ 물 좋기로 소문난 청도 용암온천은 
천연 온천수여서 면역력 증강,  피로감 해소, 
피부미용, 신경통, 관절통 등을 완화시켜주는데 
좋은 효능을 갖고 있답니다~ "
334,"한동안 미세먼지가 기승을 부리다가 
맑고 청명한 날씨가 이어지면서 
아이들과 함께 바깥에서 활동하기
좋아서 다가오는 연휴에 가족여행을 
계획하시려는 분들도 많으실텐데요. 
아이들이 평상시에 경험하기 쉽지않은 
세계 명화 100선을 눈앞에서 보고 체험도 
할 수있어 이색체험으로도 인기장소인 
청도 프로방스에는 명화입체포토존들과 
화려한 야간 빛축제,, 다양한 즐길거리가 
많아 하루를 신나고 즐겁게 보낼 수있답니다~ "
335,"커플성지, 인생샷 성지 , 커플데이트코스로 
큰 사랑을 받고 있는 프로포즈가든은 
포토존마다 러블리한 느낌으로 꾸며져 있어
둘만의 꽁냥꽁냥~ 데이트도 즐기면서 
예쁜 데이트스냅사진과 여친 인생샷도 
득템할 수있어  데이트장소로 굿플레이스! 
아기자기 귀엽고 로맨틱해서 
우리 아이인생샷 득템할 수있는 핫플!! "
336,"대구에서 차로 30분 정도면 
도착할 수있는 경북 청도는 
아름다운 자연경관과 공기좋고 
물 맑은  곳이어서 사계절 힐링하기 
좋은 여행지인데요~ 흐드러지게 피던 
벚꽃은 떨어졌지만 뒤이어 피어날 
유등연지의 연꽃들도 기대해봄직하고 
365일 아름답게 반짝이는 프로방스의 
빛축제속 고흐의 별빛정원에서
로맨틱한 야간 데이트도 즐기고 
이색체험, 인생샷도 많이 찍으며 
특별한 추억을 만들어보세요~ "
337,"프로방스 셀프스튜디오는 특별한 
배경과 조명들이 갖춰져 있어
찍었다하면 인생샷 무한 갱신~~ 
다양한 볼거리, 이색체험, 공연, 
테마포토존, 놀이동산 등 
청도프로방스를 알차게 즐기다보면 
남는건 즐거운 추억과 인생샷 오억장!"
338,"바쁘고 지친 일상을 뒤로하고 
로맨틱하고 감성 가득한 시간을 
보내고 싶다면 다양한 테마로 꾸며진 
청도 프로방스 빛축제를 즐겨보세요~ 
수천만개의 LED에서  영롱한 색감들이 
빛을 뿜어내는 환상적인 빛포토존들을 다양한 테마로
 즐길 수있어 야간 데이트코스로도 로맨틱 그자체! "
339,"아름답게 빛나는 야경을 내려다보며 
밤하늘을 시원하게 가로지르며 
묵은 스트레스를 화!~~악~! 
날려버릴 수있는 불빛 짚라인~!! 
꿀예로운 빛축제를 스릴있게 
즐길 수있는 방법이에요~ 
코앞으로 다가온 징검다리 연휴에
 6월에 갈만한 국내여행지 추천 은 
볼꺼리 많은 경북 청도군으로 궈궈~"
340,
341,"국내 여행지 좋은곳 중에서도 모르는곳 투성으로 
경북 울진에 있는 불영사 및 불영사 계곡 역시 얼마전까지만 해도 존재자체를 몰랐는데요
새벽 고속도로 달린 보람이 있는지 상당히 예쁜 사찰 이더라구요
여행하기 좋은 가을을 맞아 나들이 준비중 이신분들 계시면 
10월 11월 국내 여행지 추천 으로 경북 울진 불영사는 어떨지 한번 보시고 판단해 보세요
울진 불영사
방문날짜 : 2020년 10월 5일
관람 소요시간 : 1시간 10분"
342,"주차장
이른 아침에 도착해서인지 차가 없네요
주차장 옆으로 식당, 구멍가게등 상점 몇개 있습니다
주차비 무료"
343,"주소 : 경북 울진군 금강송면 하원리 산34
주차장 2개 보이시죠?
불영사 내부에 있는 주차장 D, 멀리 떨어진 매표소에 있는 주차장 C 로 
매표소 주차장인 C 이용하셔야 합니다
불영사 주소 찍고 가시면 외길이라 매표소 앞까지 바로 가구요"
344,"울진 불영사 입장료
성인 2,000원 / 청소년 1,500원 / 어린이 1,000원
카드결제 불가하니 현찰 준비하세요"
345,"저 길을 걸어야 하다니..
조사한바에 따르면 경내 주차장 이용가능하다 하여 
첫번째 스케줄 안잡고 뒤로 미룬것으로 차량 진입 막을줄 알았으면 매표소 문 열기전에 올수도 있었는데 
개 억울 하더라구요..ㅠ
피할수도 있었던 패널티 감수해야 하니까요"
346,"불영사 경내로 이어지는 길
매표소에서 불영사까지 1Km 로 대략 20분정도 걸리고 
숲 길 위주라 산책하시듯 걸으시면 되십니다"
347,"다리
걷다보면 다리 2개 건너게 되는데 그중 첫번째 다리 입니다"
348,"울진 불영사 계곡
불영사 계곡은 명승 제6호로 
국가가 공인하는 좋은 여행지 명승인데 6호라 하면 예전부터 유명한 
임펙트 강한 여행지라는 의미 입니다
명승 중에는 새롭게 개발되는 좋은 관광지에 밀리거나 관리부실로 지금은 구린곳도 있지만 
경북 울진 불영사 계곡은 그 명성을 아직도 간직하고 있는곳으로 
불영사 찾는 분이라면 누구나 다 느끼실수 있을 정도 입니다
무슨말이냐 하면 불영사 가는 도로 달리다보면 경치좋은 계곡이 보이기 시작하는데 
그 계곡이 차로 가도가도 끝없이 펼쳐져 
아니 저게 무슨 강이야 계곡이야? 길기도 길지만 제법 멋지네? 
라는 생각 안할수가 없습니다
울진군 서면 하원리에서 근남면 행곡리까지 이어지는 15Km 계곡으로 
울진에서 봉화로 가는 36번 국도변에 위치하고 있는데 
캠핑장 있고 여름 물놀이 가능합니다"
349,"암벽에 멋스럽게 핀 붉은 적송
경북 울진 불영사 계곡은 
울창한 숲과 계곡이 어우러지는 경관이 멋있기로도 유명하고 
붉은 소나무인 적송이 많이 자라고 있다고 합니다
천연기념물로 지정된 산양을 포함해 진귀한 식물들이 많이 자생중이기도 하구요"
350,"계속 이어지는 진입로
1Km 에 이르는 진입로 난이도는 평이한 수준으로 
제법 긴 언덕길도 있으나 경사도가 매우 완만하여 크게 힘든 정도는 아닙니다
다만, 거리가 있다보니 평지 걷는거 보다야 힘든건 사실로 
저질 체력인 저의 경우 갈때, 올때 모두 마지막 언덕길에서 조금 숨 가쁘더라구요
글 제목이 10월 11월 국내 여행지 추천 인 이유중 하나가 진입로로 
이른 아침 가시지 않는한 걸을수밖에 없는데 여름에는 더우니 선선한 10월 11월에 가시면 
기분좋은 가을 바람 맞으며 산책화 할수있을듯 보여서 입니다
불영사에 이르는 저 길이 산태극 수태극 형세라 하여 상당히 아름다운 길이라 칭송?되고 있는데요
힌클랑이 직접 걸어본 바에 의하면 
매표소 옆 일주문에서 첫번째 다리 까지 길은 예쁜 길이라 불러도 손색없는 수준이고 
나머지 구간은 뭐 그냥저냥 숲 산책로 수준입니다"
351,드디어 모습을 드러낸 불영사
352,"울진 불영사 첫 이미지
불영사 첫 이미지는 음.. 으로 걱정하실거 없는것이 
초반에 보이는 사찰 건물들은 불영사 전체 아름다움중 발톱의 때 같은 존재로 
거의 무의미한, 없는셈 치시면 되십니다
불영사는 인도 천축산을 닮았다 하여 천축산이라 불리는 산 자락에 위치한 절로 
신라 진덕여왕 5년 651년 의상대사가 창건한 신라 사찰 입니다
1968년 비구니 선원 수행도량으로 지정되어 현재 여자 스님들만 계시는 비구니 도량 이기도 합니다"
353,"코스모스 길
전국 절에 가면 스님들이 드시는 발우공양을 위한 밭이 있고 
일반적으로 잘 안보이는 후미진 곳에 위치하는것이 대부분 이지만 울진 불영사의 경우 
경내 초입에 떡~ 하니 그것도 상당히 넓게 자리잡고 있습니다
코스모스 길 뒤로 보이는 푸릇푸릇한 것들이 모두 밭으로 불영사 진짜 매력은 
모두 밭 뒤에 숨어 있습니다"
354,내 너를 오래 보고 싶구나.. 나쁜 겨울..ㅠ
355,배롱나무와 채마밭
356,"파란 하늘에 도전중인 배롱나무 백일홍
전국 각지에서 배롱나무 자꾸 보니 묘한 매력이 느껴지던데 
그것은 바로 배롱나무 서 있는 그 자리가 바로 포인트화 된다는 점으로 
전체 풍경을 맛깔나게 보이게 하는 조미료 같은 역할을 배롱나무가 하는중 입니다"
357,채마밭 뒷편으로 보이는 불영사 전각들
358,
359,"불영지
울진 불영사의 미 지분중 80% 정도는 경내 연못인 불영지 풍광 몫으로 
예쁘다고 알고는 있었으나 실제로 보니 참으로 아름답더라구요"
360,"연못가에 나란히 핀 꽃무릇이 지고 있어 
20일쯤 전에 왔으면 더 예뻤겠지만 꽃무릇이 주는 아름다움이 중요한게 아니고 
연못 형태 자체가 예쁘고 주변 전각들이 조화를 이루며 배치되어있어 
꽃이 없는 아무때나 와도 예쁘다는 점이 불영사 불영지가 가지고 있는 최대 강점이라고 할수 있습니다
관광지 미에 대한 지론 같은게 있는데 
꽃이 필때, 단풍이 질때등 특정시기에 특별히 예쁜 관광지 보다 
형태 자체가 아름다워 언제가도 예쁜 여행지가 좋은 여행지라 생각하고 있고 
불영지는 그런 요건을 충족시키는 곳중 하나 입니다"
